Progress,Duration (in seconds),Finished,QID1,Q1,Q2,Q2_4_TEXT,Q3,Q4,Q4_10_TEXT,Q5,Q6,Q6_8_TEXT,Q7,Q8,Q8_5_TEXT,Q9,Q9_5_TEXT,Q10,Q11,Q11_7_TEXT,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q15_1,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18
65,152,FALSE,Yes,United States,Female,,35-44 years old,Master's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't believe these coronavirus apps are useful",,None,,,,,,,,,,,,,,,,,,,,,,,,,
65,95,FALSE,Yes,Bangladesh,Male,,18-24 years old,Other,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,For privacy concerns,It is not mandatory in my country of residence",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,253,TRUE,Yes,,Male,,18-24 years old,Bachelor's degree,,No,"I don't believe these coronavirus apps are useful,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Agree,Agree,Neutral,Agree,Agree,Disagree,Neither,Comfortable,Neither,Comfortable,Comfortable,Uncomfortable,No
100,448,TRUE,Yes,Bangladesh,Male,,18-24 years old,High school,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,Health care and well-being of my family. ,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Very uncomfortable,Comfortable,Uncomfortable,Neutral,Comfortable,Agree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Uncomfortable,Comfortable,The informations should be accurate. 
45,31,FALSE,Yes,,Male,,35-44 years old,High school,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,406,TRUE,Yes,,Male,,18-24 years old,Other,,No,It is not mandatory in my country of residence,,,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,covid 19 apps is very need.
100,363,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I don't believe these coronavirus apps are useful,,,,,,,,,,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Neither,
65,1065,FALSE,Yes,Mexico,Male,,25-34 years old,Bachelor's degree,,No,"I don't believe these coronavirus apps are useful,I generally install/use very few apps",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,703,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,Nobody told me about any COVID-19 app ,,,,,,,,Uncomfortable,Very uncomfortable,Uncomfortable,Comfortable,Neutral,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Comfortable,Very comfortable,Uncomfortable,Comfortable,Comfortable,Very comfortable,No
100,252,TRUE,Yes,,Male,,18-24 years old,High school,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,,,,,,,,,Uncomfortable,Comfortable,Neutral,Uncomfortable,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Comfortable,Comfortable,Neither,Very comfortable,Neither,Comfortable,No
65,139,FALSE,Yes,,Female,,25-34 years old,Master's degree,,No,I generally install/use very few apps,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,294,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,mental satisfaction ,,,,,,,,Uncomfortable,Comfortable,Neutral,Neutral,Comfortable,Neutral,Agree,Agree,Agree,Agree,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,The concern that started first need to focus on that so less people get effected
100,1872,TRUE,Yes,United States,Male,,18-24 years old,High school,,No,"I generally install/use very few apps,Other",I wasn't aware of which app(s) to use.,Having a friend recommend one,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Very comfortable,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Uncomfortable,Very comfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very comfortable,
5,7,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,215,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,Other,,Vaccine ,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Agree,Agree,Agree,Agree,Agree,Agree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,,
45,124,FALSE,Yes,Bangladesh,Male,,18-24 years old,High school,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,252,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,,,,,,,,,Uncomfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Neither,Comfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,
100,684,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,Due to lack of availability.,,,,,,,,Neutral,Comfortable,Comfortable,Neutral,Comfortable,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Comfortable,Neither,,Comfortable,Neither,Very comfortable,"The company of this app,should advertise this app rapidly so that people can understand about it."
100,3265,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,It is not mandatory in my country of residence,,data privacy,,,,,,,,Neutral,Uncomfortable,Uncomfortable,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Neither,Uncomfortable,"If the app can provide good security of data, and easy to use the interface,then it will be highly acceptable to mass people."
100,523,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,Accurate prediction  ,,,,,,,,Uncomfortable,Neutral,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Neutral,Agree,Disagree,Agree,Strongly disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,No
100,1053,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps",,A perfect accuracy and small memory usage,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Comfortable,Comfortable,Comfortable,Neither,Uncomfortable,Uncomfortable,Ensuring accuracy of the app and security of data  
100,1220,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Very uncomfortable,Neutral,Neutral,Uncomfortable,Comfortable,Agree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Very comfortable,Neither,Comfortable,Comfortable,Comfortable,Comfortable,"i think it highly requires for update about covid-19, but it should be effectively formed and easy to use."
100,360,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Comfortable,Comfortable,Neither,Comfortable,Very comfortable,Comfortable,
30,32,FALSE,Yes,,Male,,35-44 years old,Bachelor's degree,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,368,TRUE,Yes,Bangladesh,Female,,18-24 years old,Other,,No,I generally install/use very few apps,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Comfortable,Agree,Neutral,Agree,Neutral,Agree,Agree,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,
100,402,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),It is not mandatory in my country of residence",,,,,,,,,,Very uncomfortable,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Very uncomfortable,Very uncomfortable,Comfortable,Very comfortable,Very comfortable,Very comfortable,
100,251,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Very comfortable,Comfortable,
100,540,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,Actually nothing ,,,,,,,,Neutral,Uncomfortable,Neutral,Comfortable,Comfortable,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Uncomfortable,Comfortable,Neither,Comfortable,Comfortable,Comfortable,It will be helpful 
65,65,FALSE,Yes,Bangladesh,Female,,25-34 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,192,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neither,Neither,Neither,Neither,Neither,,
85,263,FALSE,Yes,,Female,,25-34 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Comfortable,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,,,,,,,
45,52,FALSE,Yes,,Male,,35-44 years old,Doctorate degree,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,228,TRUE,Yes,United States,Male,,25-34 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I generally install/use very few apps",,I honestly have no freaking idea. You tell me! ,,,,,,,,Neutral,Neutral,Uncomfortable,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Neither,Comfortable,Neither,Very comfortable,Very uncomfortable,Very uncomfortable,Nope!
100,661,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,It is not mandatory in my country of residence",,"I use websites to see covid-19 situation, so I don't need apps. I usually check government website once a day, so that I can free my brain without depression of this pandemic situation.            ",,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,No
85,574,FALSE,Yes,,Male,,25-34 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,For privacy concerns",,I think apps can't give is the accurate results,,,,,,,,Very uncomfortable,Comfortable,Very uncomfortable,Comfortable,Neutral,Agree,Neutral,Agree,Disagree,Agree,Disagree,,,,,,,
100,442,TRUE,Yes,Bangladesh,Male,,18-24 years old,Other,college,No,"I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Very uncomfortable,,Very uncomfortable,,Uncomfortable,Uncomfortable,
100,1504,TRUE,Yes,Bangladesh,Female,,18-24 years old,Other,higher secondary,No,I don't believe these coronavirus apps are useful,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Comfortable,Agree,Agree,Agree,Agree,Agree,Disagree,Comfortable,Uncomfortable,,,,,
5,14,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,556,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,It is not mandatory in my country of residence,,My country does not providing any app,,,,,,,,Uncomfortable,Comfortable,Neutral,Neutral,Comfortable,Neutral,Neutral,Agree,Neutral,Agree,Agree,Comfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,It is useful. But it should have concern about patients or users privacy. 
100,318,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,I don't believe these coronavirus apps are useful,,Idk,,,,,,,,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Neither,Comfortable,Comfortable,Comfortable,Neither,,No
100,318,TRUE,Yes,,Male,,18-24 years old,High school,,No,I don't believe these coronavirus apps are useful,,Public reviews ,,,,,,,,Comfortable,Comfortable,Uncomfortable,Comfortable,Comfortable,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Comfortable,Comfortable,Very uncomfortable,Comfortable,Comfortable,Comfortable,No
65,104,FALSE,Yes,,Male,,25-34 years old,Master's degree,,No,It is not mandatory in my country of residence,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,347,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,Nothing ,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,No
5,51,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,131,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,666,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,I generally install/use very few apps,,Actually I don't have any idea about Corona virus app... So I can't tell what would reduce my concern in using a Covid 19 app,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Very uncomfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,No I am a newly beginner learner
100,920,TRUE,Yes,,Female,,18-24 years old,High school,,No,"It is not mandatory in my country of residence,Other",I didn't get much information about any apps related to Covid-19 in my country.,A detailed promotion   ,,,,,,,,Neutral,Comfortable,Uncomfortable,Comfortable,Comfortable,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Comfortable,Comfortable,Neither,
100,243,TRUE,Yes,,Male,,18-24 years old,High school,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,,If I get inaccurate information,,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,234,TRUE,Yes,,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps",,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Neither,
100,632,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,Yes,,,,Wellbeing of myself and my family,,Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus),,To know whether i have contacted any people who is suffering from covid ,"Once the pandemic ends,If I become aware of any privacy breach",,Neutral,Comfortable,Uncomfortable,Neutral,Comfortable,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Comfortable,Comfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
100,576,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,For privacy concerns",,A proper clear privacy maintaining system,,,,,,,,Comfortable,Neutral,Uncomfortable,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Comfortable,Comfortable,Uncomfortable,Comfortable,Very uncomfortable,Neither, Transperancy regarding information is a big issue for such kind of apps
100,378,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,I think It's not appropriat.   ,,,,,,,,Comfortable,Neutral,Uncomfortable,Uncomfortable,Comfortable,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,No
100,471,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Comfortable,Neutral,Comfortable,Comfortable,Comfortable,Agree,Disagree,Agree,Agree,Agree,Agree,Very uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,,,No
100,9645,TRUE,Yes,Pakistan,Male,,18-24 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,The app informed about current availability of hospitals (beds/ventilators) along with their location so was a source of valuable information.,"Once the pandemic ends,If I become aware of any privacy breach,If I get inaccurate information,If I experience device-related issues(too much memory usage, too many notifications, too much battery drain etc.)",,Uncomfortable,Comfortable,Very uncomfortable,Uncomfortable,Comfortable,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neither,Comfortable,Uncomfortable,Neither,Comfortable,Comfortable,"These apps should not do live and fine location tracking but should only be allowed permission of 'coarse' location which can serve the purpose without breaching the privacy of the user, much."
65,59,FALSE,Yes,Bangladesh,Female,,25-34 years old,Bachelor's degree,,No,"I don't believe these coronavirus apps are useful,I generally install/use very few apps",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,194,TRUE,Yes,Pakistan,Male,,18-24 years old,Bachelor's degree,,No,"I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Comfortable,Very comfortable,Uncomfortable,Comfortable,Very comfortable,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Very comfortable,Very comfortable,Very comfortable,Very comfortable,Comfortable,Comfortable,
100,313,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I generally install/use very few apps,,,,,,,,,,Neutral,Neutral,Neutral,Uncomfortable,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Uncomfortable,Neither,Neither,Neither,Neither,,
100,280,TRUE,Yes,Pakistan,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions",,The apps provide accurate predictions and are customized according to the user.,,,,,,,,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Very comfortable,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Uncomfortable,Uncomfortable,Very uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,
100,720,TRUE,Yes,Bangladesh,Female,,25-34 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Instruction from the government,Peer pressure,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Self-assessment app (apps that check symptoms),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,to detect any exposure of mine that can badly impact my family,"Once the pandemic ends,When it is no longer mandated by the government (local/federal),If I become aware of any privacy breach,If I get inaccurate information,If I see targeted ads",,Uncomfortable,Uncomfortable,Very uncomfortable,Uncomfortable,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,
100,186,TRUE,Yes,Pakistan,Male,,18-24 years old,Bachelor's degree,,Yes,,,,"Wellbeing of myself and my family,Curiosity",,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc)",,none,Once the pandemic ends,,Comfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Comfortable,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Very uncomfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,
100,322,TRUE,Yes,Pakistan,Female,,18-24 years old,Bachelor's degree,,Yes,,,,Curiosity,,Self-assessment app (apps that check symptoms),,,Other,,Neutral,Very comfortable,Neutral,Neutral,Comfortable,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Neither,Neither,Neither,Neither,Uncomfortable,Uncomfortable,
100,201,TRUE,Yes,,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,It is not mandatory in my country of residence",,,,,,,,,,Neutral,Very comfortable,Uncomfortable,Uncomfortable,Comfortable,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Uncomfortable,Very comfortable,Very comfortable,Uncomfortable,Very uncomfortable,Neither,
100,188,TRUE,Yes,Pakistan,Male,,18-24 years old,Bachelor's degree,,No,It is not mandatory in my country of residence,,I have no concerns. It's just that I have not yet come across any such app yet,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly agree,Neutral,Neutral,Neutral,Uncomfortable,Comfortable,Neither,Comfortable,Uncomfortable,Neither,None
100,2596,TRUE,Yes,,I prefer not to answer,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,For privacy concerns,It is not mandatory in my country of residence",,,,,,,,,,Uncomfortable,Neutral,Very uncomfortable,Comfortable,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Comfortable,Uncomfortable,Neither,Comfortable,Comfortable,Neither,
100,66693,TRUE,Yes,Bangladesh,Female,,18-24 years old,Other,Undergraduate. Honours 3rd year.    ,No,I generally install/use very few apps,,I have not used that kind of apps. ,,,,,,,,Uncomfortable,Comfortable,Very uncomfortable,Very uncomfortable,Comfortable,Agree,Agree,Agree,Agree,Neutral,Neutral,Comfortable,Comfortable,Comfortable,Comfortable,Neither,Comfortable,No. I think it's enough.  
100,628,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,If we receive the accurate statistics and know the location of any affected people     ,,,,,,,,Neutral,Neutral,Neutral,Neutral,Comfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Very comfortable,Very comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Nothing 
100,356,TRUE,Yes,Bangladesh,Male,,25-34 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,For privacy concerns",,Because of not providing the accurate number of patients,,,,,,,,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Very uncomfortable,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Comfortable,Very comfortable,Uncomfortable,Comfortable,Very comfortable,Neither,
100,527,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Neutral,Comfortable,Uncomfortable,Neutral,Comfortable,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Comfortable,Privacy should be maintained   
100,72788,TRUE,Yes,,Male,,55-64 years old,Below high school,,Yes,,,,Wellbeing of myself and my family,,"Coronavirus information app (apps that provide information, i.e., apps with map, visualization etc),Contact tracing app (apps that give you alert on any interaction with people tested positive for coronavirus)",,a,When it is no longer mandated by the government (local/federal),,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very uncomfortable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,
100,240,TRUE,Yes,,Female,,18-24 years old,Bachelor's degree,,No,I don't think these apps can make accurate predictions,,Yes,,,,,,,,Comfortable,Neutral,Very comfortable,Comfortable,Comfortable,Agree,Agree,Neutral,Neutral,Agree,Agree,Comfortable,Neither,Neither,Comfortable,Comfortable,Comfortable,Apps is very helpful
100,550,TRUE,Yes,,Female,,25-34 years old,Master's degree,,No,I don't think these apps can make accurate predictions,,Accuracy,,,,,,,,Neutral,Comfortable,Uncomfortable,Comfortable,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Comfortable,Comfortable,Uncomfortable,Comfortable,Uncomfortable,Comfortable,
5,28,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,495,TRUE,Yes,Bangladesh,Female,,18-24 years old,High school,,No,I don't think these apps can make accurate predictions,,Yes,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Disagree,Agree,,Comfortable,Comfortable,Comfortable,Comfortable,Neither,,It would be very helpful for us
85,709,FALSE,Yes,,Male,,25-34 years old,Master's degree,,No,For privacy concerns,,-,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Uncomfortable,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,,,,,,,
100,306,TRUE,Yes,,Female,,18-24 years old,High school,,No,I don't think these apps can make accurate predictions,,More effective apps,,,,,,,,Neutral,Neutral,Uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Agree,Neutral,Agree,Neutral,Comfortable,Comfortable,Neither,Comfortable,Neither,Comfortable,"By using app,we can concern people"
100,334,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.)",,,,,,,,,,Comfortable,Comfortable,Uncomfortable,Uncomfortable,Comfortable,Agree,Neutral,Agree,Agree,Agree,Neutral,Neither,Neither,Neither,Neither,Neither,Neither,no
100,260,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"For device-related concerns (too much memory usage, too many notifications, too much battery drain etc.),I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps,For privacy concerns,It is not mandatory in my country of residence",,I don't believe these  ,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither,Uncomfortable,Very uncomfortable,No
100,253,TRUE,Yes,Bangladesh,Female,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful,I generally install/use very few apps,It is not mandatory in my country of residence",,,,,,,,,,Very uncomfortable,Uncomfortable,Very uncomfortable,Very uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Very uncomfortable,Uncomfortable,Very uncomfortable,Comfortable,Uncomfortable,Very uncomfortable,
100,225,TRUE,Yes,Bangladesh,Male,,18-24 years old,Bachelor's degree,,No,"I don't think these apps can make accurate predictions,I don't believe these coronavirus apps are useful",,,,,,,,,,Uncomfortable,Uncomfortable,Uncomfortable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neither,Neither,Neither,Neither,Neither,Neither,
